"origin","dep_delay","arr_delay"
"LGA",-6,-15
"LGA",-6,-13
"LGA",-4,-16
"LGA",-2,-14
"LGA",0,-2
"LGA",9,2
"LGA",-5,-15
"LGA",-6,-12
"LGA",-2,-13
"LGA",24,30
"LGA",4,-16
"LGA",-4,-17
"LGA",-4,-8
"LGA",-4,-23
"LGA",-8,-22
"LGA",-2,-16
"LGA",21,28
"LGA",-9,-26
"LGA",29,7
"LGA",-4,-12
"LGA",1,-7
"LGA",2,10
"LGA",-8,-15
"LGA",-5,0
"LGA",-4,-13
"LGA",-2,-17
"LGA",-1,-22
"LGA",-4,33
"LGA",-5,-12
"LGA",6,-16
"LGA",-2,-5
"LGA",-6,-16
"LGA",-7,-6
"LGA",0,-2
"LGA",-4,-12
"LGA",43,65
"LGA",-1,-5
"LGA",-8,-18
"LGA",-4,-20
"EWR",-7,-15
"LGA",-6,-29
"LGA",-6,-23
"LGA",-5,-13
"LGA",5,15
"EWR",-4,-22
"LGA",11,11
"EWR",-6,-25
"LGA",-2,-7
"LGA",13,-7
"LGA",3,-1
"EWR",-5,-15
"LGA",7,-9
"EWR",-7,2
"LGA",34,15
"EWR",-5,0
"LGA",10,-10
"LGA",-5,4
"LGA",17,5
"EWR",-9,5
"EWR",10,12
"LGA",-8,0
"EWR",-7,-16
"LGA",-7,-22
"EWR",-2,-2
"LGA",62,40
"LGA",1,8
"EWR",2,-17
"EWR",1,-13
"EWR",-1,-5
"EWR",0,-7
"EWR",25,27
"EWR",-5,-17
"LGA",5,6
"EWR",6,1
"EWR",31,27
"EWR",-7,-12
"EWR",-2,-11
"LGA",-9,-15
"LGA",-4,-6
"EWR",6,-29
"LGA",-4,-20
"EWR",26,21
"LGA",-7,-38
"LGA",-3,-17
"LGA",-6,-15
"LGA",-5,-23
"LGA",31,28
"LGA",-4,-14
"EWR",-3,-11
"LGA",-2,-18
"LGA",1,0
"EWR",28,31
"LGA",-11,-12
"EWR",-2,-2
"EWR",4,-13
"EWR",-6,-14
"EWR",1,5
"EWR",0,9
"LGA",-9,-23
"LGA",-2,-3
"EWR",11,30
"EWR",-3,-16
"EWR",-5,-18
"EWR",9,-13
"LGA",11,12
"EWR",17,62
"LGA",79,72
"LGA",0,23
"EWR",-4,-41
"LGA",-7,1
"EWR",23,14
"EWR",-4,9
"EWR",-7,9
"EWR",0,6
"LGA",-6,-19
"EWR",2,23
"LGA",-12,3
"LGA",38,56
"LGA",-6,-8
"LGA",1,-9
"LGA",-9,-19
"EWR",-3,-4
"LGA",-8,-20
"LGA",48,63
"LGA",25,0
"LGA",-5,-7
"EWR",-1,-9
"LGA",-5,-21
"LGA",-4,-11
"LGA",-2,21
"LGA",0,2
"LGA",-3,-6
"LGA",-3,-18
"LGA",11,1
"LGA",-5,-1
"LGA",9,0
"LGA",31,26
"LGA",-8,-16
"EWR",54,79
"LGA",-7,-6
"LGA",-4,-11
"LGA",31,47
"LGA",12,-3
"LGA",-3,-15
"LGA",8,-2
"LGA",-3,10
"LGA",14,-5
"LGA",0,13
"LGA",-10,-28
"LGA",-8,-13
"LGA",18,-5
"LGA",8,-12
"EWR",80,71
"LGA",37,5
"LGA",182,158
"LGA",-9,-17
"LGA",43,26
"LGA",-7,-23
"LGA",40,27
"LGA",47,34
"LGA",-13,-10
"LGA",-9,-42
"EWR",160,156
"LGA",-6,-9
"LGA",-6,-13
"LGA",-5,6
"LGA",0,-1
"LGA",-9,-6
"LGA",-4,-25
"LGA",7,-2
"LGA",-14,-18
"LGA",-4,10
"LGA",44,26
"LGA",85,72
"LGA",-1,-8
"LGA",4,-15
"LGA",105,90
"EWR",-5,-12
"EWR",0,-5
"JFK",-5,-27
"EWR",-8,19
"EWR",-5,12
"EWR",-10,29
"EWR",-3,42
"EWR",-3,37
"EWR",0,-17
"EWR",6,-9
"EWR",-4,-7
"EWR",-7,4
"EWR",-4,4
"EWR",6,60
"EWR",-9,-43
"EWR",2,-8
"EWR",0,4
"EWR",31,22
"EWR",-2,-37
"LGA",-7,18
"LGA",-9,30
"EWR",3,-1
"LGA",3,22
"EWR",4,8
"EWR",-4,-20
"LGA",-2,9
"EWR",-2,-30
"LGA",15,33
"LGA",6,67
"EWR",1,2
"LGA",12,40
"LGA",17,17
"EWR",-7,-9
"LGA",24,54
"EWR",-3,1
"EWR",3,7
"LGA",1,28
"EWR",-2,-5
"EWR",32,23
"LGA",34,60
"LGA",20,45
"EWR",90,70
"EWR",8,-13
"EWR",40,19
"LGA",10,22
"EWR",-9,-18
"EWR",17,11
"EWR",-3,-2
"EWR",-3,-6
"LGA",0,29
"JFK",-8,-2
"EWR",-5,-33
"LGA",-1,11
"EWR",-5,-17
"LGA",44,51
"JFK",-3,-21
"LGA",1,14
"EWR",-6,-57
"LGA",2,24
"LGA",10,34
"EWR",0,6
"JFK",-5,-25
"EWR",1,-8
"LGA",14,11
"LGA",10,22
"LGA",-7,8
"LGA",-7,-8
"LGA",24,28
"LGA",-1,-4
"LGA",10,35
"LGA",25,58
"EWR",-8,-33
"LGA",29,49
"EWR",16,15
"EWR",-3,-38
"LGA",32,44
"LGA",18,30
"EWR",0,5
"LGA",6,29
"EWR",-7,-16
"EWR",-7,1
"LGA",3,28
"EWR",-3,5
"EWR",12,10
"EWR",62,41
"JFK",-3,-13
"LGA",-9,1
"JFK",-10,-36
"EWR",-3,-33
"LGA",4,5
"LGA",-7,7
"LGA",8,15
"JFK",-4,5
"LGA",-5,-7
"JFK",-4,-10
"LGA",-4,19
"EWR",-5,-19
"JFK",-4,-9
"LGA",-2,3
"JFK",-2,-20
"JFK",1,-23
"JFK",1,7
"LGA",48,79
"LGA",14,25
"LGA",0,16
"EWR",0,-18
"LGA",7,16
"LGA",57,40
"LGA",-4,6
"EWR",115,100
"JFK",13,1
"EWR",-1,7
"EWR",-1,-7
"EWR",-1,-38
"LGA",15,28
"JFK",-4,-11
"EWR",-9,-6
"LGA",21,41
"EWR",6,-36
"JFK",2,8
"EWR",-4,-14
"EWR",32,17
"LGA",16,36
"EWR",9,11
"LGA",61,73
"LGA",1,12
"LGA",12,29
"EWR",-7,8
"LGA",-4,-10
"JFK",-7,-16
"LGA",26,62
"LGA",-5,8
"EWR",-7,-18
"EWR",-1,3
"JFK",0,12
"LGA",55,86
"JFK",4,-10
"LGA",-10,8
"EWR",-8,-13
"EWR",-8,-13
"EWR",6,-11
"LGA",-7,15
"EWR",10,1
"LGA",-6,2
"EWR",11,7
"JFK",6,-13
"LGA",-2,31
"EWR",-2,-33
"LGA",-2,19
"EWR",-5,-14
"LGA",0,-4
"EWR",-5,8
"EWR",-4,5
"LGA",7,4
"EWR",7,-7
"EWR",-5,-4
"LGA",11,17
"EWR",13,15
"EWR",0,12
"EWR",-2,19
"EWR",59,62
"EWR",-4,-9
"LGA",-10,10
"LGA",32,31
"LGA",-8,-4
"EWR",-4,2
"EWR",-2,4
"LGA",-2,27
"LGA",0,-4
"JFK",91,105
"EWR",6,13
"LGA",17,47
"LGA",42,43
"LGA",-2,8
"EWR",16,-9
"LGA",-6,-2
"EWR",0,0
"LGA",47,66
"LGA",-8,3
"EWR",12,-20
"EWR",-5,1
"LGA",-7,-10
"LGA",-6,33
"LGA",-6,5
"LGA",0,27
"LGA",10,22
"EWR",101,51
"LGA",2,20
"EWR",-2,-23
"EWR",52,46
"EWR",3,-24
"EWR",8,-23
"EWR",195,179
"EWR",18,14
"JFK",-3,1
"EWR",24,20
"EWR",14,23
"LGA",-7,3
"LGA",71,71
"LGA",-6,2
"LGA",24,33
"LGA",-9,14
"JFK",-7,-2
"LGA",-6,5
"LGA",-4,4
"JFK",-4,23
"JFK",-1,-4
"LGA",9,35
"LGA",-6,-5
"LGA",-2,25
"JFK",-6,-16
"LGA",20,43
"JFK",-5,-27
"JFK",-6,-11
"EWR",56,47
"LGA",58,77
"LGA",-5,8
"JFK",-6,-21
"JFK",-6,3
"JFK",44,36
"LGA",-4,-1
"JFK",-3,-8
"JFK",-6,45
"JFK",-5,-43
"LGA",0,35
"JFK",-4,-6
"JFK",-7,-47
"LGA",17,-6
"LGA",-7,9
"JFK",-3,-22
"JFK",-1,8
"JFK",-1,13
"JFK",0,3
"JFK",-4,-11
"LGA",-4,30
"LGA",-4,-4
"EWR",-4,-4
"LGA",-4,16
"JFK",22,29
"LGA",1,-19
"LGA",-3,19
"LGA",-1,13
"LGA",1,24
"LGA",7,2
"LGA",3,9
"LGA",-11,17
"LGA",24,45
"EWR",0,-2
"EWR",-2,14
"LGA",13,16
"LGA",-7,-7
"EWR",-4,-8
"JFK",26,7
"EWR",-3,-33
"EWR",0,-25
"EWR",86,69
"EWR",-2,-10
"LGA",64,106
"EWR",0,-9
"LGA",-5,-2
"EWR",13,27
"EWR",4,15
"EWR",-5,-7
"LGA",16,29
"LGA",-5,8
"EWR",-1,-37
"LGA",15,17
"LGA",0,16
"EWR",29,12
"EWR",-1,5
"EWR",-1,-15
"EWR",33,38
"LGA",24,21
"LGA",-6,-6
"LGA",-5,1
"LGA",-5,12
"JFK",-5,-7
"EWR",-1,-16
"JFK",-2,-23
"LGA",-2,20
"EWR",-1,12
"EWR",14,-7
"LGA",-1,-13
"JFK",-1,-10
"EWR",0,4
"LGA",8,42
"LGA",-2,-3
"EWR",-6,-29
"EWR",-4,-5
"LGA",7,39
"EWR",51,33
"EWR",-2,-5
"LGA",-2,4
"LGA",15,37
"EWR",40,76
"LGA",11,25
"EWR",-3,-31
"JFK",-3,-20
"LGA",-8,24
"JFK",-3,1
"LGA",-4,38
"JFK",-8,-3
"LGA",-3,-1
"LGA",34,53
"JFK",11,27
"EWR",-7,-35
"EWR",38,7
"EWR",-4,4
"JFK",-4,-15
"EWR",-3,6
"EWR",-3,8
"JFK",-3,-6
"EWR",24,10
"LGA",-5,17
"EWR",69,64
"LGA",-7,6
"EWR",13,17
"JFK",-5,-10
"JFK",11,19
"LGA",54,42
"JFK",-4,-26
"EWR",22,18
"LGA",13,52
"JFK",12,15
"EWR",1,18
"JFK",123,146
"JFK",44,19
"EWR",0,-5
"LGA",20,59
"JFK",11,-10
"JFK",17,-8
"LGA",-12,3
"JFK",-2,12
"LGA",-7,9
"JFK",2,-31
"LGA",-8,28
"EWR",8,-23
"LGA",-7,8
"JFK",28,14
"LGA",64,91
"EWR",-4,-9
"JFK",-4,8
"LGA",-4,32
"EWR",-8,-14
"LGA",42,86
"LGA",-3,21
"JFK",-3,-7
"JFK",-1,-7
"JFK",60,71
"EWR",-8,-30
"LGA",2,36
"JFK",32,-3
"JFK",3,-7
"EWR",16,-10
"EWR",22,7
"EWR",-3,-24
"EWR",68,76
"JFK",-2,-5
"LGA",4,57
"JFK",8,-10
"LGA",26,29
"JFK",43,19
"JFK",3,35
"EWR",3,-21
"LGA",14,20
"EWR",9,-7
"JFK",25,15
"LGA",30,49
"JFK",21,6
"LGA",-8,-6
"EWR",45,2
"EWR",18,-5
"LGA",-2,17
"LGA",20,26
"JFK",145,127
"EWR",-3,-25
"EWR",38,34
"EWR",9,5
"EWR",21,0
"EWR",-4,-17
"JFK",51,54
"LGA",11,27
"JFK",-4,-23
"EWR",-2,-45
"JFK",0,12
"JFK",13,2
"EWR",6,-28
"EWR",65,56
"JFK",-4,3
"EWR",1,5
"JFK",2,-2
"JFK",-3,-37
"LGA",47,46
"JFK",18,-4
"EWR",26,29
"JFK",5,-23
"EWR",44,32
"LGA",49,72
"EWR",18,1
"EWR",20,-2
"EWR",3,-42
"EWR",20,-11
"EWR",21,30
"LGA",-4,2
"EWR",25,15
"EWR",59,74
"LGA",-6,-2
"LGA",-6,-3
"JFK",14,-1
"JFK",-5,-34
"LGA",-6,24
"LGA",-1,36
"EWR",-2,-11
"EWR",-3,-14
"JFK",-1,-55
"LGA",-5,-7
"LGA",1,32
"LGA",1,29
"LGA",7,31
"LGA",-8,8
"EWR",28,-7
"EWR",0,-42
"EWR",-8,2
"LGA",7,18
"EWR",-3,-27
"JFK",-2,-40
"EWR",24,16
"EWR",44,21
"JFK",-4,-38
"LGA",43,65
"EWR",7,-11
"EWR",8,-9
"EWR",8,24
"JFK",-1,-15
"LGA",-1,18
"EWR",14,21
"LGA",-5,12
"EWR",18,8
"LGA",-11,34
"LGA",23,62
"EWR",189,186
"JFK",80,60
"JFK",-10,-9
"JFK",-8,-9
"JFK",-8,-31
"JFK",-6,-20
"LGA",30,80
"JFK",-5,-37
"JFK",-3,11
"EWR",22,5
"EWR",-2,-36
"JFK",-5,-26
"EWR",-4,-43
"EWR",32,-2
"JFK",6,13
"JFK",7,0
"JFK",1,-1
"LGA",34,46
"JFK",-5,-18
"LGA",-5,5
"LGA",0,39
"JFK",-5,8
"JFK",-1,-23
"JFK",14,30
"EWR",-5,-26
"EWR",19,-1
"LGA",-6,34
"LGA",-7,12
"JFK",-7,-30
"LGA",-7,16
"LGA",-6,22
"LGA",-6,42
"LGA",5,54
"EWR",20,6
"EWR",31,-23
"LGA",-3,5
"JFK",-3,-47
"LGA",-2,24
"JFK",-2,-43
"LGA",-6,10
"JFK",30,37
"JFK",1,-36
"LGA",-6,17
"LGA",1,16
"JFK",18,-19
"JFK",-1,-25
"EWR",15,22
"LGA",100,121
"LGA",64,98
"JFK",25,15
"JFK",-1,-42
"JFK",0,0
"JFK",0,-24
"EWR",65,45
"LGA",31,56
"JFK",-6,-31
"LGA",-6,26
"JFK",-1,-24
"JFK",-7,-17
"JFK",-1,-27
"LGA",-1,41
"LGA",39,37
"LGA",-5,34
"LGA",-3,13
"JFK",-8,6
"JFK",-3,-15
"LGA",-7,36
"LGA",-2,16
"JFK",2,-12
"LGA",65,131
"LGA",40,52
"LGA",1,-10
"JFK",6,34
"LGA",11,1
"LGA",128,146
"JFK",39,11
"JFK",70,47
"LGA",8,29
"JFK",-1,-12
"LGA",-3,21
"LGA",-2,21
"LGA",-6,0
"LGA",-6,1
"JFK",-7,-37
"LGA",67,83
"JFK",-7,-42
"LGA",35,51
"JFK",-4,-8
"JFK",-4,14
"JFK",-8,-15
"JFK",-7,-2
"JFK",8,5
"JFK",39,29
"JFK",-4,5
"JFK",47,7
"JFK",-4,-15
"LGA",42,35
"JFK",1,-41
"JFK",-2,2
"JFK",-5,-29
"JFK",-1,-16
"JFK",-4,-10
"EWR",-22,-30
"JFK",39,42
"JFK",-6,-25
"JFK",22,4
"JFK",47,14
"EWR",-5,-9
"EWR",-4,-15
"EWR",-7,-1
"EWR",-1,-5
"EWR",-6,-7
"JFK",126,87
"JFK",129,136
"EWR",0,-40
"EWR",-3,-4
"EWR",-7,-7
"EWR",10,3
"EWR",-1,-16
"EWR",11,-20
"EWR",57,48
"JFK",121,57
"EWR",43,30
"EWR",62,63
"EWR",80,81
"EWR",-2,-19
"EWR",29,9
"EWR",-11,-23
"EWR",-7,-28
"EWR",-6,-24
"EWR",-6,-23
"EWR",-2,-30
"EWR",-5,-21
"EWR",0,-3
"EWR",-6,-17
"EWR",-9,-37
"EWR",-4,-34
"EWR",12,-32
"EWR",-3,-7
"EWR",-2,-38
"EWR",-10,-22
"EWR",16,-1
"EWR",-4,-28
"EWR",-8,-15
"EWR",-6,3
"EWR",-4,-20
"EWR",-3,-12
"EWR",-8,-25
"EWR",-3,-22
"EWR",-2,-11
"EWR",-4,-22
"EWR",-4,-17
"EWR",-7,-20
"EWR",2,-9
"EWR",0,-37
"EWR",-10,-31
"EWR",6,-13
"EWR",1,-38
"EWR",-1,-36
"EWR",-6,-37
"LGA",-9,-10
"LGA",-7,-16
"JFK",-8,-8
"JFK",-7,-60
"JFK",-7,-43
"LGA",-6,-17
"LGA",-6,-7
"LGA",-6,4
"JFK",-6,-27
"JFK",-6,-14
"EWR",-3,-17
"JFK",-5,-40
"LGA",-3,-6
"LGA",-4,6
"JFK",-4,-7
"JFK",-8,-2
"LGA",-7,-3
"JFK",-7,-25
"LGA",-7,-22
"JFK",-10,-16
"LGA",-8,-31
"LGA",-5,-13
"LGA",-3,-6
"LGA",-1,-12
"LGA",-5,4
"LGA",-11,-17
"JFK",-1,-16
"JFK",-2,-34
"JFK",-8,-24
"JFK",-4,-30
"JFK",-3,-37
"JFK",-10,-16
"JFK",-3,-9
"JFK",-8,-21
"LGA",-13,-67
"EWR",-13,-55
"LGA",-6,12
"LGA",-9,-19
"LGA",-14,-4
"LGA",-8,-14
"JFK",-3,-12
"LGA",-6,-18
"LGA",-11,-35
"LGA",-4,-17
"JFK",1,-12
"LGA",-4,-38
"LGA",-4,0
"EWR",-2,-52
"LGA",-8,-18
"LGA",42,40
"LGA",-6,2
"EWR",-9,-35
"LGA",-5,-29
"JFK",10,13
"LGA",-3,-18
"LGA",-3,-9
"EWR",-1,-1
"LGA",-2,-20
"EWR",-3,-12
"EWR",-4,-64
"EWR",7,-3
"LGA",-10,-15
"EWR",20,8
"EWR",2,-33
"LGA",-6,7
"EWR",-6,-16
"EWR",-9,-22
"EWR",-2,-31
"LGA",-3,-26
"EWR",-2,-22
"LGA",-6,-9
"EWR",1,-8
"EWR",-4,-34
"LGA",4,-9
"EWR",-5,-38
"EWR",-1,-10
"LGA",-7,-31
"EWR",-4,-20
"EWR",-4,-20
"EWR",-4,-28
"EWR",-7,-44
"LGA",0,-10
"LGA",-10,-12
"LGA",3,-6
"JFK",-11,-4
"EWR",11,13
"JFK",-12,11
"LGA",-6,-18
"LGA",-6,13
"LGA",-6,-12
"LGA",-4,-16
"EWR",-10,-5
"LGA",6,-15
"LGA",-2,-10
"LGA",-13,-5
"JFK",-3,-17
"EWR",-5,-20
"JFK",-2,-41
"EWR",-2,-8
"JFK",-2,-8
"EWR",-7,-19
"EWR",-2,29
"EWR",-1,-19
"EWR",-5,-40
"EWR",4,-5
"JFK",-7,5
"JFK",-8,-22
"LGA",-8,-19
"JFK",-7,21
"LGA",1,11
"LGA",-3,5
"LGA",-7,-3
"JFK",-6,-3
"LGA",-6,-12
"EWR",11,1
"LGA",27,32
"JFK",12,-16
"JFK",0,-17
"LGA",16,6
"EWR",9,-7
"LGA",48,39
"JFK",-4,-17
"LGA",-10,6
"EWR",-4,-45
"EWR",-6,-32
"LGA",-6,9
"LGA",1,-4
"EWR",-1,0
"EWR",-4,1
"JFK",-7,-1
"EWR",35,-12
"LGA",-2,-4
"LGA",-5,-32
"LGA",-4,-13
"JFK",-5,7
"LGA",14,65
"EWR",-10,-18
"JFK",-1,-33
"JFK",-4,16
"JFK",136,92
"LGA",-2,10
"EWR",-2,-49
"LGA",-9,-25
"LGA",-7,-4
"LGA",73,80
"JFK",-5,-6
"EWR",-4,-33
"LGA",6,9
"LGA",53,48
"EWR",97,67
"EWR",0,-45
"EWR",-1,-29
"EWR",3,-4
"EWR",8,0
"EWR",-4,-14
"EWR",-1,-60
"EWR",0,-18
"EWR",-5,-39
"EWR",91,52
"EWR",-3,-21
"EWR",1,-28
"EWR",3,-25
"EWR",36,13
"EWR",14,-10
"EWR",-3,-30
"EWR",-3,-37
"EWR",-2,-28
"LGA",-11,2
"LGA",-7,-14
"EWR",84,37
"LGA",-6,4
"JFK",-5,-18
"LGA",-5,-2
"LGA",-4,1
"LGA",-8,-24
"JFK",-2,-15
"EWR",42,32
"LGA",-9,-15
"EWR",19,1
"LGA",-7,-39
"LGA",-5,4
"LGA",-4,-6
"LGA",-4,-1
"LGA",-16,-20
"EWR",69,43
"LGA",-4,-11
"LGA",-4,-5
"LGA",1,-17
"EWR",45,10
"LGA",-5,-15
"JFK",-17,-29
"LGA",-2,-18
"LGA",-4,-26
"JFK",-5,-61
"JFK",28,-26
"LGA",-3,-20
"EWR",-10,-17
"JFK",-8,-46
"LGA",2,0
"LGA",-6,-17
"JFK",-5,-16
"JFK",-5,-41
"JFK",-5,-41
"JFK",-5,-5
"JFK",55,45
"JFK",2,-15
"JFK",1,-44
"EWR",-2,-28
"EWR",-10,-11
"EWR",-7,-48
"EWR",-7,-42
"EWR",-6,-47
"EWR",-8,-22
"JFK",-7,-21
"EWR",-2,-45
"JFK",-6,-3
"JFK",15,-11
"EWR",-8,-9
"EWR",-5,-20
"LGA",32,6
"JFK",-9,-19
"EWR",-4,-9
"EWR",-2,-18
"JFK",-3,-1
"JFK",-2,-31
"JFK",-6,-20
"EWR",6,-32
"EWR",2,-27
"EWR",33,11
"EWR",-10,-41
"EWR",-7,-38
"JFK",-5,-10
"EWR",-4,-56
"JFK",-3,-48
"EWR",-7,-39
"EWR",-2,-50
"JFK",1,-38
"EWR",-3,-13
"EWR",-3,-5
"EWR",-7,-30
"EWR",-5,-6
"JFK",-3,-48
"EWR",-2,-14
"EWR",-2,-4
"JFK",-5,-11
"EWR",-5,-24
"EWR",0,-31
"EWR",0,-36
"JFK",-3,7
"EWR",11,-5
"EWR",27,7
"JFK",0,-9
"EWR",10,-6
"JFK",-6,-31
"EWR",53,33
"EWR",36,20
"EWR",-3,-12
"EWR",-4,-6
"EWR",-9,-47
"EWR",-6,-56
"JFK",6,-21
"EWR",22,11
"EWR",-7,-22
"EWR",-5,-39
"EWR",-5,-14
"EWR",9,-14
"EWR",15,-26
"JFK",-3,-54
"EWR",6,-1
"EWR",74,24
"EWR",39,27
"LGA",-7,-21
"LGA",-6,11
"LGA",-9,-19
"EWR",-4,-18
"LGA",-3,12
"LGA",-1,-15
"LGA",-5,11
"LGA",-5,-13
"LGA",-3,-13
"EWR",-5,-20
"LGA",5,-15
"EWR",-7,-8
"EWR",0,-29
"EWR",-3,-45
"EWR",-6,-27
"LGA",-5,-20
"LGA",0,16
"EWR",-2,-31
"LGA",-9,-6
"EWR",0,-27
"LGA",-6,-6
"EWR",-1,-17
"EWR",2,-20
"EWR",13,-15
"LGA",-1,30
"EWR",-5,-4
"EWR",7,-18
"EWR",19,-8
"EWR",-6,-29
"LGA",-4,-12
"LGA",-6,-22
"LGA",-6,-13
"EWR",-4,-46
"EWR",-1,-20
"LGA",-11,10
"EWR",-5,-14
"LGA",-2,12
"LGA",-12,-6
"EWR",-4,-14
"EWR",-1,-18
"LGA",-10,-17
"LGA",-3,4
"EWR",-8,-9
"LGA",-7,17
"LGA",-7,-4
"EWR",38,15
"LGA",35,46
"LGA",-4,18
"LGA",-14,-9
"EWR",-7,-15
"LGA",-7,-1
"LGA",13,1
"EWR",31,39
"EWR",-1,-19
"EWR",0,-30
"LGA",11,-7
"EWR",14,-5
"LGA",-1,12
"EWR",-6,-6
"LGA",15,11
"LGA",-5,-2
"LGA",-1,27
"LGA",-1,2
"EWR",-2,-20
"EWR",-5,-18
"EWR",-5,-34
"LGA",-9,7
"EWR",-2,-47
"LGA",8,26
"EWR",1,-13
"EWR",23,-2
"EWR",5,-25
"EWR",-1,-41
"LGA",-6,-21
"EWR",-2,-16
"EWR",1,-18
"EWR",-1,-5
"EWR",-1,-12
"EWR",0,-34
"LGA",-8,-6
"EWR",-5,-18
"LGA",-4,12
"LGA",24,39
"EWR",4,-21
"EWR",1,-22
"EWR",63,40
"LGA",18,37
"EWR",55,20
"LGA",25,56
"LGA",60,63
"EWR",69,60
"LGA",-10,-25
"LGA",-8,-12
"LGA",-7,11
"LGA",-5,-3
"LGA",0,-7
"LGA",-9,-33
"LGA",-6,-9
"LGA",12,-16
"LGA",-16,-10
"LGA",12,-10
"LGA",57,27
"LGA",6,7
"LGA",31,23
"LGA",-7,-24
"LGA",-12,-25
"LGA",-8,-17
"LGA",-6,-5
"LGA",-6,3
"LGA",-9,-19
"LGA",-4,-18
"LGA",-3,-31
"LGA",-5,-13
"LGA",-5,-14
"LGA",-8,-24
"LGA",-15,-28
"LGA",-6,-28
"LGA",-7,-29
"LGA",-1,-12
"LGA",-5,-3
"LGA",2,-27
"LGA",-10,-22
"LGA",-10,-31
"LGA",-9,-10
"LGA",-5,-13
"LGA",-9,-17
"JFK",-8,-39
"JFK",-7,-17
"LGA",-6,5
"LGA",-4,-18
"JFK",-4,-28
"LGA",-3,-15
"JFK",-3,-21
"LGA",-5,-15
"JFK",-2,-25
"LGA",-5,-18
"JFK",1,0
"LGA",-7,-36
"LGA",-6,-25
"JFK",-7,-33
"LGA",-1,-12
"LGA",-6,-20
"JFK",-2,-10
"JFK",-5,-21
"JFK",1,-24
"LGA",-3,-8
"JFK",-8,-8
"LGA",0,-15
"LGA",-5,8
"JFK",-4,-19
"JFK",-4,-27
"JFK",-5,-14
"LGA",-7,-21
"JFK",-3,-13
"LGA",-8,-37
"JFK",-6,-12
"JFK",-4,-29
"JFK",-3,-5
"JFK",-3,-15
"LGA",-3,-14
"JFK",-2,-8
"LGA",0,2
"LGA",-2,-5
"LGA",-6,-12
"LGA",-11,-46
"LGA",-9,-31
"JFK",21,-11
"JFK",6,-6
"LGA",8,1
"JFK",-2,-16
"JFK",-5,-4
"JFK",-5,-25
"LGA",-10,-20
"JFK",-5,-18
"LGA",-3,-22
"LGA",-8,-22
"LGA",-2,-19
"LGA",-5,-17
"LGA",0,-13
"JFK",30,0
"LGA",1,-23
"LGA",-9,-41
"LGA",12,4
"LGA",-7,-10
"LGA",19,6
"LGA",-6,-12
"LGA",-1,-18
"LGA",-5,-22
"LGA",-14,-26
"LGA",-5,-18
"LGA",16,-9
"LGA",-5,-6
"LGA",40,11
"LGA",30,7
"LGA",-2,-24
"LGA",-6,-20
"LGA",-4,-6
"LGA",-4,-10
"LGA",-3,-14
"LGA",18,12
"LGA",-9,-15
"LGA",-6,-16
"LGA",-6,-16
"LGA",-6,-19
"EWR",-5,-10
"LGA",-4,-3
"LGA",-3,-20
"LGA",-7,-3
"LGA",-2,-18
"LGA",-7,-21
"LGA",4,-16
"LGA",-1,-12
"LGA",25,-5
"LGA",-3,2
"LGA",0,-4
"EWR",-5,-9
"EWR",12,-5
"LGA",0,-10
"EWR",-6,-9
"EWR",-3,-30
"LGA",0,-19
"EWR",-5,-16
"EWR",-12,3
"EWR",-6,-19
"LGA",-7,-21
"EWR",-5,-22
"EWR",-6,-5
"EWR",15,-13
"LGA",0,-14
"EWR",1,-18
"EWR",-11,-25
"EWR",34,30
"LGA",-21,-36
"EWR",-8,-21
"EWR",-2,-21
"LGA",-5,-18
"LGA",-9,12
"LGA",-8,-11
"LGA",-8,-10
"EWR",8,-16
"EWR",5,-13
"LGA",-5,-18
"LGA",0,-12
"LGA",-4,-17
"EWR",-2,-10
"LGA",-6,-32
"LGA",6,-2
"LGA",-6,-26
"EWR",2,-41
"LGA",-4,-22
"LGA",-3,-24
"EWR",0,-10
"EWR",-1,-21
"LGA",-4,-25
"LGA",-8,-15
"LGA",-7,-25
"EWR",-10,-26
"LGA",30,10
"EWR",-8,-21
"LGA",-2,-6
"EWR",0,-1
"EWR",-2,-17
"LGA",1,-12
"LGA",22,11
"LGA",7,-12
"EWR",-8,1
"LGA",-9,-30
"LGA",35,24
"EWR",-4,-19
"EWR",-4,-10
"LGA",1,-17
"LGA",-4,-9
"EWR",-10,-19
"LGA",-9,-22
"LGA",-9,-12
"EWR",7,-12
"LGA",-8,-27
"LGA",-6,-22
"EWR",-2,-27
"LGA",-7,-10
"EWR",0,-17
"EWR",-5,-35
"LGA",-3,8
"LGA",-2,-24
"LGA",-8,-11
"LGA",-6,-17
"LGA",-3,-7
"EWR",-1,-20
"LGA",0,-14
"LGA",-4,3
"LGA",-8,-8
"EWR",-5,-25
"LGA",-8,5
"EWR",-1,-26
"EWR",2,-10
"EWR",2,-21
"LGA",28,18
"LGA",-11,-10
"LGA",19,10
"LGA",7,4
"EWR",-6,-16
"EWR",-3,-13
"EWR",12,-7
"LGA",-4,-14
"EWR",15,-6
"EWR",-4,-1
"EWR",-6,-7
"EWR",84,64
"EWR",-1,-34
"LGA",-15,-27
"EWR",3,-10
"LGA",-1,-17
"LGA",5,-13
"EWR",4,-5
"LGA",-8,-22
"EWR",4,-12
"LGA",-7,-16
"LGA",-6,-21
"LGA",-4,-36
